repo_owner,repo_name,payload_commit_msg,created_at,TRUE_VALUE,Final_Themes,
sroop,Thermostat,check box created for power save mode,15/05/2014 16:23,1,,
dorimanx,LG-G2-D802-Ramdisk,Added more controls to STWEAKS. read more. Added Touch boost control Added Ondemand power saver Added Iphone chargers support Tuned profiles.,15/05/2014 21:36,1,,
edoko,AirKernel_NS_JBN,"Revert ""Add power saving state DEEP IDLE version 2."" This reverts commit 05e48ffaa5acd97b0d74377f74cf1ba62dfc3357.",04/08/2012 7:51,0,,
milaq,android_kernel_lge_p940,"Revert ""bcmdhd: enable power saving and pktfilter"" This reverts commit c4ce926cb4d6fb9c70906be5182a15745a1f8007.",01/04/2013 19:21,0,,
telo46,android_kernel_lge_hammerhead,"Revert ""net: wireless: bcmdhd: fixed power consumption issue of P2P."" This reverts commit 837961187ec3ecf82a11b89d7cf8fb267d3ed9ce. Conflicts: drivers/net/wireless/bcmdhd/dhd_linux.c drivers/net/wireless/bcmdhd/wl_cfg80211.c",11/12/2013 19:43,0,,
SyNtheticNightmar3,android_kernel_samsung_d2,"Revert ""d2: defconfig: Enable power efficient workqueues by default"" After some runtime and testing, this seems to do more harm than good to our dual core devices in terms of power efficiency. I can see how this would be very beneficial on a device with more cores though. So I'll just ref this on another branch; just in case I end up with a cool new gadget in the near future. This reverts commit 0aa7b4fe75993424f4f3e2cde8c3d10b8a63dc5f. Signed-off-by: Luis Cruz <ljc2491@gmail.com>",19/12/2013 16:08,0,,
gustavoss,android_kernel_samsung_smdk4412,"Revert ""sched: set power savings to POWERSAVINGS_BALANCE_WAKEUP"" this reverts commit https://github.com/gustavoss/android_kernel_samsung_smdk4412/commit/51e0615cfe55fe1f4bde680445881cb4b22e2745",24/12/2013 3:13,0,,
pantoniou,linux-beagle-track-mainline,"Revert ""mac80211: allow disable power save in mesh"" This reverts commit ee1f668136b2fb6640ee2d54c2a525ea41f98211. The aformentioned commit added a check to allow 'iw wlan0 set power_save off' to work for mesh interfaces. However, this is problematic because it also allows 'iw wlan0 set power_save on', which will crash in short order because all of the subsequent code manipulates sdata->u.mgd. The power-saving states for mesh interfaces can be manipulated through the mesh config, e.g: 'iw wlan0 set mesh_param mesh_power_save=active' (which, despite the name, actualy disables power saving since the setting refers to the type of sleep the interface undergoes). Cc: stable@vger.kernel.org Fixes: ee1f668136b2 (""mac80211: allow disable power save in mesh"") Signed-off-by: Bob Copeland <me@bobcopeland.com> Signed-off-by: Johannes Berg <johannes.berg@intel.com>",27/12/2013 17:13,0,,
Old-Droid,platform_frameworks_base,"Revert ""Wireless Power Saver (1/2)"" This reverts commit 454bcf5b7cbc1c032d80b9d1da8a5554fbbc1460.",13/01/2014 0:46,0,,
NamelessRom,android_kernel_samsung_jf,"Revert ""sched: set power savings to POWERSAVINGS_BALANCE_WAKEUP"" This reverts commit b3bb3e795614779946fe7590c51dfce0f49f38ed. Change-Id: I391bc3114cc02314bcf7dcf76b090a6d9601fd7f",04/02/2014 9:28,0,,
Lens-F,Lemur_kernel,"Revert ""sched: set sched_mc_power_savings to 2, which is the highest power saving possible value for this tunable. Basically according to http://elinux.org/images/1/1d/Comparing_Power_Saving_Techniques_For_Multicore_ARM_Platforms.pdf this tunable provides serious power saving improvements close to the power savings of hotpluging cores. Since in this Kernel we're using always a minimum of 2 cpus online at any time during screen off we might actually benefit from this because this feature packs tasks together and try to bind them to cpu0, which in theory will let cpu1 idle longer, thus improving battery life."" This reverts commit 2e745e37f714c95b95b4834fb154c3c5219d28d5.",23/02/2014 13:54,0,,
dorimanx,Dorimanx-LG-G2-D802-Kernel,"Revert ""sched: set sched_mc_power_savings to 2, which is the highest power saving possible value for this tunable. Basically according to http://elinux.org/images/1/1d/Comparing_Power_Saving_Techniques_For_Multicore_ARM_Platforms.pdf this tunable provides serious power saving improvements close to the power savings of hotpluging cores. Since in this Kernel we're using always a minimum of 2 cpus online at any time during screen off we might actually benefit from this because this feature packs tasks together and try to bind them to cpu0, which in theory will let cpu1 idle longer, thus improving battery life."" This reverts commit fa86d2b7d10c35b6a35891ad727a4cf36ffe6958.",04/03/2014 23:51,0,,
jeky82,nexus5_kernel,"Revert ""msm: bam_dmux: Use power efficient workqueues for"" This reverts commit 5037e01a2d850e4e559d586eb027c81c2a39ca20.",02/04/2014 21:41,0,,
TeamHorizon,android_kernel_lge_hammerhead,"Revert ""ASoC: pcm: Use the power efficient workqueue for delayed powerdown"" This reverts commit e9caf64d51ae5bc023315871c8f3519fc21e6368.",03/04/2014 16:07,0,,
major91,Zeta-Chromium-N5,"Revert ""msm: bam_dmux: Use power efficient workqueues for"" This reverts commit 93fc6b7fc5884b2bce96515389a93d85cef25298.",06/04/2014 12:13,0,,
labodj,Hammerhead-Linaro,"Revert ""msm: bam_dmux: Use power efficient workqueues for"" This reverts commit 5037e01a2d850e4e559d586eb027c81c2a39ca20.",06/04/2014 20:46,0,,
temasek,android_kernel_samsung_hlte,"Revert ""msm: bam_dmux: Use power efficient workqueues for"" This reverts commit ed2133ae7da1b362c9c683f7b0f1f469dd1a161a.",16/04/2014 13:59,0,,
Pafcholini,m7-Sense-4.4.2,"Revert ""ASoC: jack: Use power efficient workqueue"" This reverts commit d1a9bb11d9974a77a50024a4c2caa76257660369.",24/04/2014 20:02,0,,
Docker-J,Sail_GPROJ,"Revert ""j1: backlight: apply customized backlight LUT for power saving"" This reverts commit 06692af17cf037c59d7f35763848d41679ca9d17.",08/05/2014 9:08,0,,
animania260,Glitch_Flo_AOSP,"Revert ""ASoC: jack: Use power efficient workqueue"" This reverts commit 761e0a064c3a9288aeb9ea5b3e33d1c2dc002fb4.",12/05/2014 1:48,0,,
madworm,ATtiny_projects,Added more comfortable UI to the ATtiny24 lamps. Need more FLASH!! * Removed the sleep_mode stuff to get some FLASH space free The power savings were quite miniscule anyway. The LED driver Takes 15-20mA standby current...,28/04/2012 2:20,1,Miscellaneous,
CyanogenMod,android_frameworks_base,frameworks/base: Enable LPA for music stream only. Enable LPA playback for music streams only. There are no significant power savings for using LPA with other modes like ringtone. CRs-Fixed: 357327 (cherry picked from commit 75484628e5a915422f822b9759cb3ce8f9c4f0ad) Change-Id: Ibd3940f74bd6b0cf2446e1159640d39a107c2929,31/05/2012 3:54,1,No power saving,
TI-OpenLink,hostap,"sched scan: Make initial short interval scans more aggressive (INTERNAL) In a very congested environment we've encountered an issue where a remembered AP isn't detected in the first or second scan necessarily. The current default of 10 seconds as the short sched scan interval would therefore cause a long delay until connecting to a remembered AP after powering on WiFi or disconnecting. To fix this, reduce the default short interval to 5 secs and have 10 intervals instead of 6 intervals of 10 seconds. The effect on power consumption shouldn't be significant as the long interval is the important factor affecting that. Signed-off-by: Eyal Shapira <eyal@wizery.com>",11/06/2012 18:20,1,Responsiveness,
CyanogenMod,android_kernel_samsung_d2,"msm: smp: Remove WFE/SEV from secondary core bootup During the cold boot path once the secondary core is released out of reset we keep looping for the pen release variable. The wfe+sev in this path are just unnecessary as they provide negligible power savings, and the latency cost is not worth it. During the hotplug path the secondary core will be in wfi and only an interrupt will be able to bring the core out. Removing the wfe effectively lowers the hotplug latency. CRs-Fixed: 372035 Change-Id: Ife39339ec09181a4ca3cd3755733662bd8842c0c Signed-off-by: Taniya Das <tdas@codeaurora.org>",12/09/2012 2:13,1,Responsiveness,
CyanogenMod,android_kernel_htc_msm8960,"cpufreq: boost the sampling rate on touch event For better Ux responsiveness ondemand sampling rate needs to be 20ms. But, a 20ms sampling rate increases power consumption. So, boost the sampling rate to 20ms on every touch event for 2.5 ms and later reset to default rate. Also, change sampling down factor proportional to the sampling rate. Change-Id: I111b1cf3b8ed133347149afc34d329d0384ecfcb Signed-off-by: Narayanan Gopalakrishnan <nargop@codeaurora.org>",05/10/2012 8:53,1,Responsiveness,
mathkid95,linux_samsung_jb,"Touchscreen: Fix unresponsive touchscreen Set mergetimeout to 10 Timeout on how long a touch might everstay merged - units of 0.2s, used to tradeoff power consumption against being able to detect a touch de-merging early Set mergethreshold to 40 The treshhold for the point when two peaks are considered one touch This fixes http://code.google.com/p/cyanogenmod/issues/detail?id=3255 Change-Id: If770fd1247f2cf845de45577ed1337f19fa8534e",07/10/2012 17:19,1,Responsiveness,
cmenard,T889_Kernel,Fix Samsung's Power Saving Mode Thanks to Andreilux for this. Set to 1.2ghz as 1ghz is way too slow. Signed-off-by: Curtis Menard <curtis.menard@gmail.com>,13/11/2012 1:01,1,Performance,
CyanogenMod,android_frameworks_base,"Prevent scanning during DHCP process Wi-Fi should be in active state during the entire DHCP process, and shouldn't go to IEEE 802.11 power save mode. If the framework requests scan during the DHCP process, the Wi-Fi chip has to start scanning on channels different from the current one, and going to power save mode is a prerequisite for scan. The result directly impacts user experience: DHCP process takes longer, and even can fail. Change-Id: I8171388bb70072e4c42cb3c074dd955da84e494b",05/12/2012 15:15,1,Responsiveness,
Team-Blackout,Blackout-Monarudo,msm: kgsl: Remove lowest power level The lowest power level does not correspond to significant power savings as the whole system doesn't drop to SVS voltage. Performace is improved without this level for serialized test cases. Signed-off-by: Lucille Sylvester <lsylvest@codeaurora.org> (cherry picked from commit c8404a799a26f0744d3965822160c7b05b8d33d7) Change-Id: Ie349451ffcd82f159eb4d25ad0b986b38f817ede Signed-off-by: Sivasri Kumar Vanka <sivasri@codeaurora.org>,17/03/2013 7:30,1,Performance,
mattbrejza,kraken,only goes into power save if has lock,27/03/2013 21:44,1,Miscellaneous,
alexshi,power-scheduling,"sched: don't do power balance on share cpu power domain Packing tasks among such domain can't save power, just performance losing. So no power balance on them. Signed-off-by: Alex Shi <alex.shi@intel.com>",23/04/2013 2:52,1,Performance,
Mustaavalkosta,htc7x30-3.0,"Linux 3.0.83 commit 937d4f9ee2fe18a6ab012a343fc3b620756b954e Author: Greg Kroah-Hartman <gregkh@linuxfoundation.org> Date: Thu Jun 20 11:28:30 2013 -0700 Linux 3.0.83 commit 088d9d4d782d66941fc9e29ff4eb0dd72f84493b Author: Sage Weil <sage@inktank.com> Date: Fri Feb 22 15:31:00 2013 -0800 ceph: fix statvfs fr_size commit 92a49fb0f79f3300e6e50ddf56238e70678e4202 upstream. Different versions of glibc are broken in different ways, but the short of it is that for the time being, frsize should == bsize, and be used as the multiple for the blocks, free, and available fields. This mirrors what is done for NFS. The previous reporting of the page size for frsize meant that newer glibc and df would report a very small value for the fs size. Fixes http://tracker.ceph.com/issues/3793. Signed-off-by: Sage Weil <sage@inktank.com> Reviewed-by: Greg Farnum <greg@inktank.com> Signed-off-by: Greg Kroah-Hartman <gregkh@linuxfoundation.org> commit 0ffdfdbe55c84906dd65627f069619bec54e5422 Author: Kees Cook <keescook@chromium.org> Date: Wed Jun 5 11:47:18 2013 -0700 x86: Fix typo in kexec register clearing commit c8a22d19dd238ede87aa0ac4f7dbea8da039b9c1 upstream. Fixes a typo in register clearing code. Thanks to PaX Team for fixing this originally, and James Troup for pointing it out. Signed-off-by: Kees Cook <keescook@chromium.org> Link: http://lkml.kernel.org/r/20130605184718.GA8396@www.outflux.net Cc: PaX Team <pageexec@freemail.hu> Signed-off-by: H. Peter Anvin <hpa@linux.intel.com> Signed-off-by: Greg Kroah-Hartman <gregkh@linuxfoundation.org> commit 79848ba66d91e0c171ff203363e0c96629279c15 Author: Naoya Horiguchi <n-horiguchi@ah.jp.nec.com> Date: Wed Jun 12 14:05:04 2013 -0700 mm: migration: add migrate_entry_wait_huge() commit 30dad30922ccc733cfdbfe232090cf674dc374dc upstream. When we have a page fault for the address which is backed by a hugepage under migration, the kernel can't wait correctly and do busy looping on hugepage fault until the migration finishes. As a result, users who try to kick hugepage migration (via soft offlining, for example) occasionally experience long delay or soft lockup. This is because pte_offset_map_lock() can't get a correct migration entry or a correct page table lock for hugepage. This patch introduces migration_entry_wait_huge() to solve this. Signed-off-by: Naoya Horiguchi <n-horiguchi@ah.jp.nec.com> Reviewed-by: Rik van Riel <riel@redhat.com> Reviewed-by: Wanpeng Li <liwanp@linux.vnet.ibm.com> Reviewed-by: Michal Hocko <mhocko@suse.cz> Cc: Mel Gorman <mgorman@suse.de> Cc: Andi Kleen <andi@firstfloor.org> Cc: KOSAKI Motohiro <kosaki.motohiro@jp.fujitsu.com> Signed-off-by: Andrew Morton <akpm@linux-foundation.org> Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org> Signed-off-by: Greg Kroah-Hartman <gregkh@linuxfoundation.org> commit 78ef884ebb6c02d45abefc95350f428be7390a26 Author: Rafael Aquini <aquini@redhat.com> Date: Wed Jun 12 14:04:49 2013 -0700 swap: avoid read_swap_cache_async() race to deadlock while waiting on discard I/O completion commit cbab0e4eec299e9059199ebe6daf48730be46d2b upstream. read_swap_cache_async() can race against get_swap_page(), and stumble across a SWAP_HAS_CACHE entry in the swap map whose page wasn't brought into the swapcache yet. This transient swap_map state is expected to be transitory, but the actual placement of discard at scan_swap_map() inserts a wait for I/O completion thus making the thread at read_swap_cache_async() to loop around its -EEXIST case, while the other end at get_swap_page() is scheduled away at scan_swap_map(). This can leave the system deadlocked if the I/O completion happens to be waiting on the CPU waitqueue where read_swap_cache_async() is busy looping and !CONFIG_PREEMPT. This patch introduces a cond_resched() call to make the aforementioned read_swap_cache_async() busy loop condition to bail out when necessary, thus avoiding the subtle race window. Signed-off-by: Rafael Aquini <aquini@redhat.com> Acked-by: Johannes Weiner <hannes@cmpxchg.org> Acked-by: KOSAKI Motohiro <kosaki.motohiro@jp.fujitsu.com> Acked-by: Hugh Dickins <hughd@google.com> Cc: Shaohua Li <shli@kernel.org> Signed-off-by: Andrew Morton <akpm@linux-foundation.org> Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org> Signed-off-by: Greg Kroah-Hartman <gregkh@linuxfoundation.org> commit bac5719cdfb081dd68b0eeef7d9796c15fc29811 Author: Daniel Vetter <daniel.vetter@ffwll.ch> Date: Mon Jun 10 09:47:58 2013 +0200 drm/i915: prefer VBT modes for SVDO-LVDS over EDID commit c3456fb3e4712d0448592af3c5d644c9472cd3c1 upstream. In commit 53d3b4d7778daf15900867336c85d3f8dd70600c Author: Egbert Eich <eich@suse.de> Date: Tue Jun 4 17:13:21 2013 +0200 drm/i915/sdvo: Use &intel_sdvo->ddc instead of intel_sdvo->i2c for DDC Egbert Eich fixed a long-standing bug where we simply used a non-working i2c controller to read the EDID for SDVO-LVDS panels. Unfortunately some machines seem to not be able to cope with the mode provided in the EDID. Specifically they seem to not be able to cope with a 4x pixel mutliplier instead of a 2x one, which seems to have been worked around by slightly changing the panels native mode in the VBT so that the dotclock is just barely above 50MHz. Since it took forever to notice the breakage it's fairly safe to assume that at least for SDVO-LVDS panels the VBT contains fairly sane data. So just switch around the order and use VBT modes first. v2: Also add EDID modes just in case, and spell Egbert correctly. v3: Elaborate a bit more about what's going on on Chris' machine. Bugzilla: https://bugs.freedesktop.org/show_bug.cgi?id=65524 Reported-and-tested-by: Chris Wilson <chris@chris-wilson.co.uk> Cc: Egbert Eich <eich@suse.de> Signed-off-by: Daniel Vetter <daniel.vetter@ffwll.ch> Signed-off-by: Greg Kroah-Hartman <gregkh@linuxfoundation.org> commit 319d630e7f0778c8999f6ef503998a4d99cee5f1 Author: Sujith Manoharan <c_manoha@qca.qualcomm.com> Date: Sat Jun 1 07:08:09 2013 +0530 ath9k: Disable PowerSave by default commit 531671cb17af07281e6f28c1425f754346e65c41 upstream. Almost all the DMA issues which have plagued ath9k (in station mode) for years are related to PS. Disabling PS usually ""fixes"" the user's connection stablility. Reports of DMA problems are still trickling in and are sitting in the kernel bugzilla. Until the PS code in ath9k is given a thorough review, disbale it by default. The slight increase in chip power consumption is a small price to pay for improved link stability. Signed-off-by: Sujith Manoharan <c_manoha@qca.qualcomm.com> Signed-off-by: John W. Linville <linville@tuxdriver.com> Signed-off-by: Greg Kroah-Hartman <gregkh@linuxfoundation.org> commit 720083f1dc15ac6b6fb85b323d0eae1a151e20ce Author: Kees Cook <keescook@chromium.org> Date: Fri May 10 14:48:21 2013 -0700 b43: stop format string leaking into error msgs commit e0e29b683d6784ef59bbc914eac85a04b650e63c upstream. The module parameter ""fwpostfix"" is userspace controllable, unfiltered, and is used to define the firmware filename. b43_do_request_fw() populates ctx->errors[] on error, containing the firmware filename. b43err() parses its arguments as a format string. For systems with b43 hardware, this could lead to a uid-0 to ring-0 escalation. CVE-2013-2852 Signed-off-by: Kees Cook <keescook@chromium.org> Signed-off-by: John W. Linville <linville@tuxdriver.com> Signed-off-by: Greg Kroah-Hartman <gregkh@linuxfoundation.org>",21/06/2013 20:59,1,Correctness,
Nuand,bladeRF,fx3_firmware: fix HS descriptors and increase power consumtion to 200mA This commint makes the HS (USB2.0) descriptor look exactly like the SS (USB3.0) descriptor.,26/08/2013 6:39,1,Correctness,
alobo,SerialGSM,"Disable Auto Power Saving Disable Auto Power Saving when resetting the modem. This can cause several bugs with serial communication, as outlined on (https://www.sparkfun.com/products/9607)",27/08/2013 12:16,1,Correctness,
minghuadev,chromeos-kernel-3-8-merged-master,exynos5420: devfreq: Remove aclk333 from devfreq Performance degradation is observed during multi-instance video(1080p) playback when aclk_333 frequency is being controlled by devfreq. Bumping aclk_333 down to lower frequencies doesn't make much difference on the power consumption when MFC clock is already controlled by the driver by clock-gating Hence keep aclk_333 at 333 Mhz BUG=chrome-os-partner:20714 TEST=Ran multi-instance video playback (3 1080p 24fps videos) 10 mw increase in power is observed on INT rail during single instance 480p playback Change-Id: I694305dd16c6a7f6af15bf1c2d1ff2d6bdd82045 Signed-off-by: Arjun.K.V <arjun.kv@samsung.com> Signed-off-by: Arun Mankuzhi <arun.m@samsung.com> Reviewed-on: https://gerrit.chromium.org/gerrit/64183 Reviewed-by: Prathyush Kalashwaram <prathyush@chromium.org> Tested-by: Prathyush Kalashwaram <prathyush@chromium.org> Reviewed-by: Andrew Bresticker <abrestic@chromium.org> Commit-Queue: Andrew Bresticker <abrestic@chromium.org>,06/09/2013 22:01,1,No power saving,
opinsys,puavo-users,rest: disable USB power save for fatclients and thinclients USB autosuspend might be causing some trouble with various smartboards and WLAN accesspoints. This commit forces thinclients and fatclients to disable USB autosuspend for all USB devices. It is not something we like to have with laptops though.,13/11/2013 7:53,1,Correctness,
ksiazkowicz,lightbulb,Remove stuff Removed power saving feature and mute notifications feature - nobody uses this stuff anyway.,28/11/2013 16:55,1,,
J1nx-Hackable-Gadgets,buildroot-linux-kernel-m3,"[TLBB] Disable wifi power saving We are a set top box, no tablet.",19/12/2013 18:36,1,Miscellaneous,
pinkflozd,android_kernel_motorola_msm8226,"CK3 tweaks (Credits to Con Kolivas) * mm-enable_swaptoken_only_when_swap_full.patch: The swap token is only useful in conditions of swap thrash, and actually worsens the common case by causing more swapping. Make it only have an effect when swap is more than half full. * mm-drop_swap_cache_aggressively.patch: While it may be nice to have a copy of pages on swap once written there, the more garbage we leave in the swapspace the slower any further writes and reads to and from it are. Just free swapcache whenever we can. * mm-kswapd_inherit_prio-1.patch: When kswapd is awoken due to reclaim by a running task, set the priority of kswapd to that of the calling task thus making memory reclaim cpu activity affected by nice level. * hz-default_1000.patch: Set default HZ to 1000 which is what most desktop users should still be using. * hz-no_default_250.patch: Make 250HZ not be the default to discourage desktop users from choosing this option since 1000 will provide better latencies with only miniscule amounts of extra overhead and power consumption. * preempt-desktop-tune.patch: Enable preempt by default and make people steer away from voluntary. Conflicts: include/linux/swap.h mm/swapfile.c",12/02/2014 23:48,1,Responsiveness,
burstlam,leanKernel,ondemandplus governor: remove adaptive timer_rate logic It is unlikely this gives any power savings and only add some ugly code :) Signed-off-by: Dan Trifan <jimsth@gmail.com>,16/02/2014 9:51,1,No power saving,
ron064,APP_MSG,"Added the SNIFF_INTERVAL_REDUCED SNIFF_INTERVAL_REDUCED reduces the error significantly, but increase power consumption",26/02/2014 13:33,1,Correctness,
IllusionRom-deprecated,android_platform_packages_apps_Bluetooth,Bluetooth: Acquire wake lock to avoid power collapse This ensures that target wont go into power save mode when there is an acl is active and timer are running. Change-Id: I9789c8ae0781a1ca4d33d364efd583ea16e9ee21 CRs-fixed: 576239,26/03/2014 20:32,1,Correctness,
Teslafly,emonTH,"semi working - sensors read out, but bad radio Quashed compile bug and redid some documentation, but radio does not transmit proper values - it probably can't handle the array in the typedef struct. will have to fix that. the sensors scan fine and write correctly to the array (varified by serial output) - also, the power saving delay has the ability to corrupt serial transmissions. changing these to regular delays fixes this. - getting there!",19/04/2014 5:35,1,Correctness,
TI-OpenLink,wl12xx,wl12xx: change default parameters Change the default parameters to increase the TP. This change may cause a degredation in power consumption. Changes were based on improvments done with Aruba APs based network. Signed-off-by: Yoni Divinsky <yoni.divinsky@ti.com> Signed-off-by: Igal Chernobelsky <igalc@ti.com>,28/03/2012 14:53,0,,
mathiasbynens,dotfiles,.osx: Drop the energy saver preferences,12/08/2012 19:43,0,,
phette23,dotfiles,.osx: Add energy saver preferences,21/08/2012 17:48,0,,
M66B,cm10-fxp-extended,Remove Wifi power save off patch,05/04/2013 19:57,0,,
stephenjust,arduino-gps-glasses,Turn off GPS power saving mode explicitly,06/04/2013 7:30,0,,
iodak,LG_X3_P880_v20a,removed LG core power save pluging for now,06/05/2013 11:07,0,,
plokhotnyuk,actors,try not energy efficient back off,08/07/2013 4:38,0,,
VanirAOSP,frameworks_base,"Active-D: Eradicate sunlight mode (1/2) Active notifications were designed for devices with a direct relationship between the # of pixels on, and power consumption. ... AND we can drastically reduce the incidence of sunburns among Vanir users by removing this. Change-Id: I0853b1ff88ec1d1ba48de7589f11a7b4d3c4c412",27/09/2013 4:42,0,,
VanirAOSP,packages_apps_Settings,"Active-D: Eradicate sunlight mode (2/2) Active notifications were designed for devices with a direct relationship between the # of pixels on, and power consumption. ... AND we can drastically reduce the incidence of sunburns among Vanir users by removing this. Change-Id: I2e325edd861e2c3747547429105ac83c01722faf",27/09/2013 4:42,0,,
zombiepantslol,PKGBUILDs,power saving disabled by default,12/11/2013 17:57,0,,
samlls,BiliLocal,improve power saving prevention,29/12/2013 2:51,0,,
sblommers,rtl8812au,Update to readme and build script. Disabled power savings.,05/01/2014 10:33,0,,
cheaven,sunxi_rpaddon,updated the kernel config for cubieboardI to change cpu default power saving mode to high performance mode,06/01/2014 9:16,0,,
volumio,Volumio-WebUI,"Disabled Wireless Power Saving mode and webradio app fix Disabled Wireless Power Saving mode, and fixed autoconfiguration with android sound@home",19/01/2014 23:53,0,,
FrodeSolheim,fs-uae,inhibit screensaver / power saving mode on OS X when FS-UAE is running,21/01/2014 21:12,0,,
mebubo,dotfiles,ansible: brioche: disable disk power saving,06/04/2014 20:21,0,,
CM-Shield,android_kernel_nvidia_roth,net: wireless: bcmdhd: update driver to version 1.88.58 Change list: -Enable TDLS for Nvidia. -RB:21080 JIRA:SWWLAN-41226 CSP:671392 Mobile Hotspot throughput performance is low -RB:20909 JIRA:SWWLAN-41211 Preventing a memory leakage -RB:20818 [Android-Kitkat] Change the logic which controls TDLS connection in Kitkat MR1 framework -RB:20877 [Android-kitkat] enable ipv6 router advertisement packet filter mode in suspend -RB:20654 CSP:730963 Adding AP isoloation code -RB:20808 [Android-Kitkat] change DTIM skip policy in suspend mode of device to solve link lost issue due to beacon lost -RB:17773 [Android-kitkat] Fixed a bug for negative padding -RB:20628 fix about handling BSS peer information -Fix wlu build error by r432432. -RB:19436 CSP:724180 JIRA:SWDHD-39 Roaming trigger value is always initialized to the default when associated to new AP. -RB:19729 [Android-Kitkat] Fixed the corner case of PNO issue -RB:13157 JIRA:SWDHD-39 Fix windows dongle driver hang from r432053 -JIRA:SWDHD-47 RB:19389 Ignore Power Save mode for AIBSS -RB:19106 JIRA:SWWLAN-39738 Fix compile err for r432982 -RB:19246 Fixing bugs about handling TX fail event Fixing bugs about handling TX fail event -RB:19106 JIRA:SWWLAN-39738 Refactoring sdiofifo overrun/underrun tuning code -RB:19163 [Android-Kitkat] Fixed country code setting issue on Nexus-5 -RB:19162 [Android-Kitkat] Fixed corner case of P2P issue in Google Nexus-5 Bug 1397433 Change-Id: I4675f91b512bcd8bd49a384b28a864c106fe372f Signed-off-by: Syed Asifful Dayyan Rafiuddeen <syedd@broadcom.com> Signed-off-by: Om Prakash Singh <omp@nvidia.com> Reviewed-on: http://git-master/r/364087 Reviewed-by: Narayan Reddy <narayanr@nvidia.com> Tested-by: Narayan Reddy <narayanr@nvidia.com> Reviewed-by: Bharat Nihalani <bnihalani@nvidia.com>,08/04/2014 16:21,0,,
lmio,liox,no power saving in X,26/04/2014 19:05,0,,
lomogoto,ConfigFiles,turns off screen power saving,02/05/2014 2:37,0,,
GreatEmerald,Arcomage-Clone,"Moved Linux 64-bit directory to /bin/linux-x86_64 from the main /bin directory. Disabled debugging output. Small energy saving fix, fix for drawing message text and prevention against accidental closing of the game after the victory is attained. Version: 1.alpha.12.02 Signed-off-by: GreatEmerald <pastas4@gmail.com>",15/03/2012 9:50,1,,
rkrabath,DigitalAnalog,Playing around with some power savings,04/04/2012 4:13,1,,
adrientetar,semc-msm-2.6.35,"msm_fb: display: Remove RGB performance level vector With RGB performance level vector requesting for performance level 1 for all RGB type surfaces, power consumption increases. Performance level 4 is sufficient for single WSVGA size RGB buffer scanning. Remove RGB performance level vector and add check to request performance level 4 for signle WSVGA RGB buffer scanning. Change-Id: Icfb6f00799fc510d23a6f048fc4729471576d00e Signed-off-by: Omprakash Dhyade <odhyade@codeaurora.org>",14/04/2012 11:40,1,,
adrientetar,semc-msm-2.6.35,"msm: kgsl: Save power when the display is off Use the early_suspend functionality to monitor display state. If the display is off the GPU does not need to be in turbo mode. Wait until late resume to enter turbo mode, and if the core isidle, turn off the GPU clocks CRs-fixed: 290139 Change-Id: I76129c39dd3c67e2ad11778fe7f87fb4d0c09fd3 Signed-off-by: Raj Kushwaha <rajk@codeaurora.org>",14/04/2012 11:58,1,,
xbmc,xbmc,Merge pull request #1326 from DDDamian/ExternalPlayer [AE] Add AE::Suspend()/Resume() for external players and power saving,01/09/2012 5:42,1,,
ethermania,MPCountdown,"Hardware is ready! - Inverted the digit sequence (I forgot the hardware chain has the LSB at the last) - Please, only one strobe at the end of the shift register updating procedure! - Implemented debounce for pushbuttons with automatic repeat when pressed - Changed the way how setup is performed. Now it works better than before - The MSB digit is not yet implemented (it's handled directly by the Arduino port and not by latches like the other) - Multiplexing time is now ""free-run"" and we can have at maximum of two LEDs for each digit lit. Multiplexing is not strictly required but reduces the overall power consumption to more or less 80mAmps.",02/10/2012 23:30,1,,
